flight_date,flight_status,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,aircraft,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao
2026-06-29,scheduled,,Istanbul Airport,Europe/Istanbul,IST,LTFM,,A1F,,2026-06-29T04:45:00+00:00,2026-06-29T04:45:00+00:00,,,,Frankfurt International Airport,Europe/Berlin,FRA,EDDF,1,,,2026-06-29T06:55:00+00:00,,,,,,Turkish Airlines,TK,THY,1585,TK1585,THY1585,,,,,4BB068,,,,,,,
2026-06-29,scheduled,,Kopitnari,Asia/Tbilisi,KUT,UGKO,,,,2026-06-29T05:45:00+00:00,2026-06-29T05:45:00+00:00,,,,Leonardo Da Vinci (Fiumicino),Europe/Rome,FCO,LIRF,3,,1,2026-06-29T07:50:00+00:00,,,,,,Wizz Air,W6,WZZ,7921,W67921,WZZ7921,,,,,471F9F,,,,,,,
2026-06-29,scheduled,,Fergana,Asia/Tashkent,FEG,UZFF,,,,2026-06-29T13:00:00+00:00,2026-06-29T13:00:00+00:00,,,,Tashkent International,Asia/Tashkent,TAS,UZTT,3,,,2026-06-29T14:00:00+00:00,,,,,,empty,,,402,,,,,,,,,,,,,,
2026-06-29,active,,Elazig,Europe/Istanbul,EZS,LTCA,,,,2026-06-29T04:50:00+00:00,2026-06-29T04:50:00+00:00,,,,Esenboga International,Europe/Istanbul,ESB,LTAC,,,23,2026-06-29T06:10:00+00:00,5.0,,,,,AJet,VF,TKJ,4171,VF4171,TKJ4171,,,,,4BB027,,,,,,,
2026-06-29,active,,Indira Gandhi International,Asia/Kolkata,DEL,VIDP,1,D6,,2026-06-29T07:20:00+00:00,2026-06-29T07:20:00+00:00,,,,Satwari,Asia/Kolkata,IXJ,VIJU,1,,,2026-06-29T08:35:00+00:00,4.0,,,,,IndiGo,6E,IGO,6474,6E6474,IGO6474,,,,,8016CE,,,,,,,
2026-06-29,active,,Indira Gandhi International,Asia/Kolkata,DEL,VIDP,2,T27,,2026-06-29T07:15:00+00:00,2026-06-29T07:15:00+00:00,,,,Madras International (Meenambakkam),Asia/Kolkata,MAA,VOMM,1,,,2026-06-29T10:05:00+00:00,,,,,,IndiGo,6E,IGO,2368,6E2368,IGO2368,,,,,801772,,,,,,,
2026-06-29,active,,Indira Gandhi International,Asia/Kolkata,DEL,VIDP,1,D39,,2026-06-29T07:15:00+00:00,2026-06-29T07:15:00+00:00,,,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,2,,,2026-06-29T09:30:00+00:00,,,,,,IndiGo,6E,IGO,6814,6E6814,IGO6814,,,,,80180C,,,,,,,
2026-06-29,scheduled,,Bharatpur Airport,Asia/Kathmandu,BHR,VNBP,,,,2026-06-29T14:15:00+00:00,2026-06-29T14:15:00+00:00,,,,Tribhuvan International,Asia/Kathmandu,KTM,VNKT,D,,,2026-06-29T14:40:00+00:00,,,,,,Buddha Air,U4,BHA,374,U4374,BHA374,,,,,,,,,,,,
2026-06-29,active,,Indira Gandhi International,Asia/Kolkata,DEL,VIDP,1,D14,,2026-06-29T07:05:00+00:00,2026-06-29T07:05:00+00:00,2026-06-29T07:17:00+00:00,2026-06-29T07:17:00+00:00,2026-06-29T07:17:00+00:00,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,1,A7,1,2026-06-29T10:00:00+00:00,13.0,,,,,IndiGo,6E,IGO,810,6E810,IGO810,,,,,8017E5,,,,,,,
2026-06-29,scheduled,,Schiphol,Europe/Amsterdam,AMS,EHAM,2,D26,,2026-06-29T09:30:00+00:00,2026-06-29T09:30:00+00:00,,,,Dyce,Europe/London,ABZ,EGPD,,,,2026-06-29T10:00:00+00:00,,,,,,IndiGo,6E,IGO,3176,6E3176,IGO3176,,,,,,,klm,kl,klm,913,kl913,klm913
2026-06-29,scheduled,,Schiphol,Europe/Amsterdam,AMS,EHAM,2,D26,,2026-06-29T09:30:00+00:00,2026-06-29T09:30:00+00:00,,,,Dyce,Europe/London,ABZ,EGPD,,,,2026-06-29T10:00:00+00:00,,,,,,Virgin Atlantic,VS,VIR,6908,VS6908,VIR6908,,,,,,,klm,kl,klm,913,kl913,klm913
2026-06-29,scheduled,,Schiphol,Europe/Amsterdam,AMS,EHAM,2,D26,,2026-06-29T09:30:00+00:00,2026-06-29T09:30:00+00:00,,,,Dyce,Europe/London,ABZ,EGPD,,,,2026-06-29T10:00:00+00:00,,,,,,Kenya Airways,KQ,KQA,1443,KQ1443,KQA1443,,,,,,,klm,kl,klm,913,kl913,klm913
2026-06-29,scheduled,,Schiphol,Europe/Amsterdam,AMS,EHAM,2,D26,,2026-06-29T09:30:00+00:00,2026-06-29T09:30:00+00:00,,,,Dyce,Europe/London,ABZ,EGPD,,,,2026-06-29T10:00:00+00:00,,,,,,Delta Air Lines,DL,DAL,9295,DL9295,DAL9295,,,,,,,klm,kl,klm,913,kl913,klm913
2026-06-29,scheduled,,Schiphol,Europe/Amsterdam,AMS,EHAM,2,D26,,2026-06-29T09:30:00+00:00,2026-06-29T09:30:00+00:00,,,,Dyce,Europe/London,ABZ,EGPD,,,,2026-06-29T10:00:00+00:00,,,,,,Air France,AF,AFR,8222,AF8222,AFR8222,,,,,,,klm,kl,klm,913,kl913,klm913
2026-06-29,scheduled,,Jos,Africa/Lagos,JOS,DNJO,,,,2026-06-29T09:20:00+00:00,2026-06-29T09:20:00+00:00,,,,Nnamdi Azikiwe International Airport,Africa/Lagos,ABV,DNAA,,,,2026-06-29T10:05:00+00:00,,,,,,ValueJet,VK,FVJ,355,VK355,FVJ355,,,,,,,,,,,,
2026-06-29,scheduled,,Sam Mbakwe International,Africa/Lagos,QOW,DNIM,,,,2026-06-29T08:50:00+00:00,2026-06-29T08:50:00+00:00,,,,Nnamdi Azikiwe International Airport,Africa/Lagos,ABV,DNAA,,,,2026-06-29T10:00:00+00:00,,,,,,Air Peace,P4,APK,7151,P47151,APK7151,,,,,,,,,,,,
2026-06-29,scheduled,,Minna,Africa/Lagos,MXJ,DNMN,,,,2026-06-29T09:30:00+00:00,2026-06-29T09:30:00+00:00,,,,Nnamdi Azikiwe International Airport,Africa/Lagos,ABV,DNAA,B,,,2026-06-29T09:55:00+00:00,,,,,,Overland Airways,OF,OLA,1203,OF1203,OLA1203,,,,,,,,,,,,
2026-06-29,scheduled,,Akure,Africa/Lagos,AKR,DNAK,,,,2026-06-29T08:30:00+00:00,2026-06-29T08:30:00+00:00,,,,Nnamdi Azikiwe International Airport,Africa/Lagos,ABV,DNAA,,,,2026-06-29T09:38:00+00:00,,,,,,Green Africa,Q9,GWG,315,Q9315,GWG315,,,,,,,,,,,,
2026-06-29,scheduled,,Akure,Africa/Lagos,AKR,DNAK,,,,2026-06-29T08:30:00+00:00,2026-06-29T08:30:00+00:00,,,,Nnamdi Azikiwe International Airport,Africa/Lagos,ABV,DNAA,,,,2026-06-29T09:38:00+00:00,,,,,,Green Africa,Q9,GWG,9315,Q99315,GWG9315,,,,,,,,,,,,
2026-06-29,scheduled,,Altenrhein,Europe/Zurich,ACH,LSZR,,,,2026-06-29T10:20:00+00:00,2026-06-29T10:20:00+00:00,,,,Son Sant Joan Airport,Europe/Madrid,PMI,LEPA,N,,,2026-06-29T12:20:00+00:00,5.0,,,,,People's,PE,PEV,510,PE510,PEV510,,,,,440570,,,,,,,
2026-06-29,scheduled,,Lanzarote,Atlantic/Canary,ACE,GCRR,2,M2,,2026-06-29T09:40:00+00:00,2026-06-29T09:40:00+00:00,,,,Sur Reina Sofia,Atlantic/Canary,TFS,GCTS,,,B6,2026-06-29T10:40:00+00:00,,,,,,Binter Canarias,NT,IBB,781,NT781,IBB781,,,,,347159,,,,,,,
2026-06-29,scheduled,,Lanzarote,Atlantic/Canary,ACE,GCRR,2,P,,2026-06-29T09:30:00+00:00,2026-06-29T09:30:00+00:00,,,,Gran Canaria,Atlantic/Canary,LPA,GCLP,,,12,2026-06-29T10:15:00+00:00,,,,,,Binter Canarias,NT,IBB,519,NT519,IBB519,,,,,34758F,,,,,,,
2026-06-29,scheduled,,Lanzarote,Atlantic/Canary,ACE,GCRR,2,P,,2026-06-29T09:30:00+00:00,2026-06-29T09:30:00+00:00,,,,Gran Canaria,Atlantic/Canary,LPA,GCLP,,,12,2026-06-29T10:15:00+00:00,,,,,,Iberia,IB,IBE,7371,IB7371,IBE7371,,,,,34758F,,binter canarias,nt,ibb,519,nt519,ibb519
2026-06-29,scheduled,,Kotoka,Africa/Accra,ACC,DGAA,2,,,2026-06-29T08:50:00+00:00,2026-06-29T08:50:00+00:00,,,,Kumasi,Africa/Accra,KMS,DGSI,,,,2026-06-29T09:30:00+00:00,,,,,,PassionAir,OP,DIG,144,OP144,DIG144,,,,,,,,,,,,
2026-06-29,scheduled,,Kotoka,Africa/Accra,ACC,DGAA,,,,2026-06-29T08:45:00+00:00,2026-06-29T08:45:00+00:00,,,,Lungi International,Africa/Freetown,FNA,GFLL,,,,2026-06-29T11:35:00+00:00,,,,,,Air Peace,P4,APK,7536,P47536,APK7536,,,,,,,,,,,,
2026-06-29,scheduled,,Kotoka,Africa/Accra,ACC,DGAA,2,,,2026-06-29T08:40:00+00:00,2026-06-29T08:40:00+00:00,,,,Kumasi,Africa/Accra,KMS,DGSI,,,,2026-06-29T09:20:00+00:00,,,,,,Africa World Airlines,AW,AFW,104,AW104,AFW104,,,,,,,,,,,,
2026-06-29,scheduled,,Kotoka,Africa/Accra,ACC,DGAA,2,,,2026-06-29T08:40:00+00:00,2026-06-29T08:40:00+00:00,,,,Kumasi,Africa/Accra,KMS,DGSI,,,,2026-06-29T09:20:00+00:00,,,,,,euroairlines,Q4,ELE,4204,Q44204,ELE4204,,,,,,,africa world airlines,aw,afw,104,aw104,afw104
2026-06-29,scheduled,,Dyce,Europe/London,ABZ,EGPD,,,,2026-06-29T09:30:00+00:00,2026-06-29T09:30:00+00:00,,,,Sumburgh,Europe/London,LSI,EGPB,,,,2026-06-29T10:21:00+00:00,10.0,,,,,Loganair,LM,LOG,903,LM903,LOG903,,,,,408251,,,,,,,
2026-06-29,scheduled,,Dyce,Europe/London,ABZ,EGPD,,11,,2026-06-29T09:45:00+00:00,2026-06-29T09:45:00+00:00,,,,Sola,Europe/Oslo,SVG,ENZV,,,2,2026-06-29T11:45:00+00:00,,,,,,SAS,SK,SAS,4612,SK4612,SAS4612,,,,,,,,,,,,
2026-06-29,scheduled,,Dyce,Europe/London,ABZ,EGPD,,,,2026-06-29T09:45:00+00:00,2026-06-29T09:45:00+00:00,,,,Dublin International,Europe/Dublin,DUB,EIDW,1,,5,2026-06-29T11:25:00+00:00,,,,,,Loganair,LM,LOG,51,LM51,LOG51,,,,,408111,,,,,,,
2026-06-29,scheduled,,Dyce,Europe/London,ABZ,EGPD,,,,2026-06-29T09:45:00+00:00,2026-06-29T09:45:00+00:00,,,,Dublin International,Europe/Dublin,DUB,EIDW,1,,5,2026-06-29T11:25:00+00:00,,,,,,British Airways,BA,BAW,7871,BA7871,BAW7871,,,,,408111,,loganair,lm,log,51,lm51,log51
2026-06-29,scheduled,,Dyce,Europe/London,ABZ,EGPD,,,,2026-06-29T09:35:00+00:00,2026-06-29T09:35:00+00:00,,,,Heathrow,Europe/London,LHR,EGLL,5,,,2026-06-29T11:15:00+00:00,,,,,,British Airways,BA,BAW,1301,BA1301,BAW1301,,,,,407FCB,,,,,,,
2026-06-29,scheduled,,Dyce,Europe/London,ABZ,EGPD,,,,2026-06-29T09:35:00+00:00,2026-06-29T09:35:00+00:00,,,,Heathrow,Europe/London,LHR,EGLL,5,,,2026-06-29T11:15:00+00:00,,,,,,American Airlines,AA,AAL,7239,AA7239,AAL7239,,,,,407FCB,,british airways,ba,baw,1301,ba1301,baw1301
2026-06-29,scheduled,,Dyce,Europe/London,ABZ,EGPD,,,,2026-06-29T09:35:00+00:00,2026-06-29T09:35:00+00:00,,,,Heathrow,Europe/London,LHR,EGLL,5,,,2026-06-29T11:15:00+00:00,,,,,,Qatar Airways,QR,QTR,6009,QR6009,QTR6009,,,,,407FCB,,british airways,ba,baw,1301,ba1301,baw1301
2026-06-29,scheduled,,Dyce,Europe/London,ABZ,EGPD,,,,2026-06-29T09:35:00+00:00,2026-06-29T09:35:00+00:00,,,,Heathrow,Europe/London,LHR,EGLL,5,,,2026-06-29T11:15:00+00:00,,,,,,Iberia,IB,IBE,3695,IB3695,IBE3695,,,,,407FCB,,british airways,ba,baw,1301,ba1301,baw1301
2026-06-29,scheduled,,Dyce,Europe/London,ABZ,EGPD,,,,2026-06-29T09:35:00+00:00,2026-06-29T09:35:00+00:00,,,,Heathrow,Europe/London,LHR,EGLL,5,,,2026-06-29T11:15:00+00:00,,,,,,Malaysia Airlines,MH,MAS,9681,MH9681,MAS9681,,,,,407FCB,,british airways,ba,baw,1301,ba1301,baw1301
2026-06-29,scheduled,,Dyce,Europe/London,ABZ,EGPD,,,,2026-06-29T09:35:00+00:00,2026-06-29T09:35:00+00:00,,,,Heathrow,Europe/London,LHR,EGLL,5,,,2026-06-29T11:15:00+00:00,,,,,,Japan Airlines,JL,JTL,6504,JL6504,JTL6504,,,,,407FCB,,british airways,ba,baw,1301,ba1301,baw1301
2026-06-29,scheduled,,Dyce,Europe/London,ABZ,EGPD,,,,2026-06-29T09:35:00+00:00,2026-06-29T09:35:00+00:00,,,,Heathrow,Europe/London,LHR,EGLL,5,,,2026-06-29T11:15:00+00:00,,,,,,Qantas,QF,QFA,3562,QF3562,QFA3562,,,,,407FCB,,british airways,ba,baw,1301,ba1301,baw1301
2026-06-29,scheduled,,Dyce,Europe/London,ABZ,EGPD,,,,2026-06-29T09:30:00+00:00,2026-06-29T09:30:00+00:00,,,,Wick,Europe/London,WIC,EGPC,,,,2026-06-29T10:25:00+00:00,,,,,,Air Charter Scotland,,EDC,2562,,EDC2562,,,,,,,,,,,,
2026-06-29,scheduled,,Dyce,Europe/London,ABZ,EGPD,,,,2026-06-29T09:20:00+00:00,2026-06-29T09:20:00+00:00,,,,Dublin International,Europe/Dublin,DUB,EIDW,2,,2,2026-06-29T10:45:00+00:00,,,,,,Aer Lingus,EI,EIN,3243,EI3243,EIN3243,,,,,4CAA55,,,,,,,
2026-06-29,scheduled,,Dyce,Europe/London,ABZ,EGPD,,,,2026-06-29T09:20:00+00:00,2026-06-29T09:20:00+00:00,,,,Dublin International,Europe/Dublin,DUB,EIDW,2,,2,2026-06-29T10:45:00+00:00,,,,,,British Airways,BA,BAW,8983,BA8983,BAW8983,,,,,4CAA55,,aer lingus,ei,ein,3243,ei3243,ein3243
2026-06-29,scheduled,,Dyce,Europe/London,ABZ,EGPD,,,,2026-06-29T09:10:00+00:00,2026-06-29T09:10:00+00:00,,,,Schiphol,Europe/Amsterdam,AMS,EHAM,,A08,,2026-06-29T11:45:00+00:00,,,,,,German Airways,ZQ,GER,912,ZQ912,GER912,,,,,3C5DB0,,,,,,,
2026-06-29,scheduled,,Dyce,Europe/London,ABZ,EGPD,,,,2026-06-29T09:10:00+00:00,2026-06-29T09:10:00+00:00,,,,Schiphol,Europe/Amsterdam,AMS,EHAM,,A08,,2026-06-29T11:45:00+00:00,,,,,,IndiGo,6E,IGO,3201,6E3201,IGO3201,,,,,3C5DB0,,german airways,zq,ger,912,zq912,ger912
2026-06-29,scheduled,,Dyce,Europe/London,ABZ,EGPD,,,,2026-06-29T09:10:00+00:00,2026-06-29T09:10:00+00:00,,,,Schiphol,Europe/Amsterdam,AMS,EHAM,,A08,,2026-06-29T11:45:00+00:00,,,,,,Virgin Atlantic,VS,VIR,6901,VS6901,VIR6901,,,,,3C5DB0,,german airways,zq,ger,912,zq912,ger912
2026-06-29,scheduled,,Dyce,Europe/London,ABZ,EGPD,,,,2026-06-29T09:10:00+00:00,2026-06-29T09:10:00+00:00,,,,Schiphol,Europe/Amsterdam,AMS,EHAM,,A08,,2026-06-29T11:45:00+00:00,,,,,,Kenya Airways,KQ,KQA,1442,KQ1442,KQA1442,,,,,3C5DB0,,german airways,zq,ger,912,zq912,ger912
2026-06-29,scheduled,,Dyce,Europe/London,ABZ,EGPD,,,,2026-06-29T09:10:00+00:00,2026-06-29T09:10:00+00:00,,,,Schiphol,Europe/Amsterdam,AMS,EHAM,,A08,,2026-06-29T11:45:00+00:00,,,,,,GOL,G3,GLO,5505,G35505,GLO5505,,,,,3C5DB0,,german airways,zq,ger,912,zq912,ger912
2026-06-29,scheduled,,Dyce,Europe/London,ABZ,EGPD,,,,2026-06-29T09:10:00+00:00,2026-06-29T09:10:00+00:00,,,,Schiphol,Europe/Amsterdam,AMS,EHAM,,A08,,2026-06-29T11:45:00+00:00,,,,,,Delta Air Lines,DL,DAL,9175,DL9175,DAL9175,,,,,3C5DB0,,german airways,zq,ger,912,zq912,ger912
2026-06-29,scheduled,,Dyce,Europe/London,ABZ,EGPD,,,,2026-06-29T09:10:00+00:00,2026-06-29T09:10:00+00:00,,,,Schiphol,Europe/Amsterdam,AMS,EHAM,,A08,,2026-06-29T11:45:00+00:00,,,,,,Air France,AF,AFR,8376,AF8376,AFR8376,,,,,3C5DB0,,german airways,zq,ger,912,zq912,ger912
